AÑO,SEMESTRE,TRIMESTRE,DPTO,MUNICIPIO,ESPECIE,TIPO PRODUCTO,FUENTE,VOLUMEN M3
2014,I,II,Antioquia,Puerto Berrio,Tectona grandis L. Fil,Pulpa,ICA,95
2014,I,II,Antioquia,Retiro,Cupressus lusitanica Mill.,Bloque,ICA,181
2014,I,II,Antioquia,Retiro,Cupressus lusitanica Mill.,Rolliza,ICA,357
2014,I,II,Antioquia,Retiro,Eucalyptus grandis,Otros,ICA,17
2014,I,II,Antioquia,Retiro,Eucalyptus grandis,Pulpa,ICA,136
2014,I,II,Antioquia,Retiro,Eucalyptus grandis,Rolliza,ICA,306
2014,I,II,Antioquia,Retiro,Eucalyptus spp,Rolliza,ICA,17
2014,I,II,Antioquia,Retiro,Pinus patula,Bloque,ICA,126
2014,I,II,Antioquia,Retiro,Pinus patula,Otros,ICA,428
2014,I,II,Antioquia,Retiro,Pinus patula,Pulpa,ICA,534
2014,I,II,Antioquia,Retiro,Pinus patula,Rolliza,ICA,5597
2014,I,II,Antioquia,Rionegro,Eucalyptus spp,Bloque,ICA,385
2014,I,II,Antioquia,Rionegro,Eucalyptus spp,Rolliza,ICA,778
2014,I,II,Antioquia,Salgar,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,32
2014,I,II,Antioquia,Salgar,Pinus patula,Pulpa,ICA,308
2014,I,II,Antioquia,San Andres De Cuerquia,Pinus maximinoi H.E. Moore,Rolliza,ICA,2298
2014,I,II,Antioquia,San Andres De Cuerquia,Pinus patula,Rolliza,ICA,721
2014,I,II,Antioquia,San Andres De Cuerquia,Pinus sp.,Rolliza,ICA,2096
2014,I,II,Antioquia,San Pedro,Pinus patula,Rolliza,ICA,1083
2014,I,II,Antioquia,San Pedro de Urabá,Acacia mangium,Bloque,ICA,33
2014,I,II,Antioquia,San Pedro de Urabá,Bombacopsis quinata (Jaq.) Dugand,Bloque,ICA,56
2014,I,II,Antioquia,San Pedro de Urabá,Tectona grandis L. Fil,Bloque,ICA,15
2014,I,II,Antioquia,San Pedro de Urabá,Tectona grandis L. Fil,Rolliza,ICA,29
2014,I,II,Antioquia,San Vicente,Cupressus lusitanica Mill.,Bloque,ICA,95
2014,I,II,Antioquia,Santa Bárbara,Cupressus lusitanica Mill.,Rolliza,ICA,817
2014,I,II,Antioquia,Santa Bárbara,Pinus patula,Rolliza,ICA,19
2014,I,II,Antioquia,Santa Fé de Antioquia,Cupressus lusitanica Mill.,Bloque,ICA,62
2014,I,II,Antioquia,Santa Fé de Antioquia,Pinus patula,Bloque,ICA,96
2014,I,II,Antioquia,Santa Rosa De Osos,Cupressus lusitanica Mill.,Bloque,ICA,26
2014,I,II,Antioquia,Santa Rosa De Osos,Eucalyptus spp,Rolliza,ICA,17
2014,I,II,Antioquia,Santa Rosa De Osos,Pinus patula,Bloque,ICA,2325
2014,I,II,Antioquia,Santa Rosa De Osos,Pinus patula,Otros,ICA,270
2014,I,II,Antioquia,Santa Rosa De Osos,Pinus patula,Postes,ICA,57
2014,I,II,Antioquia,Santa Rosa De Osos,Pinus patula,Pulpa,ICA,134
2014,I,II,Antioquia,Santa Rosa De Osos,Pinus patula,Rolliza,ICA,11791
2014,I,II,Antioquia,Sonsón,Cupressus lusitanica Mill.,Bloque,ICA,96
2014,I,II,Antioquia,Sonsón,Pinus patula,Bloque,ICA,264
2014,I,II,Antioquia,Támesis,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,11
2014,I,II,Antioquia,Titiribi,Cupressus lusitanica Mill.,Otros,ICA,48
2014,I,II,Antioquia,Titiribi,Eucalyptus saligna,Bloque,ICA,12
2014,I,II,Antioquia,Titiribi,Eucalyptus saligna,Otros,ICA,30
2014,I,II,Antioquia,Turbo,Gmelina arborea,Bloque,ICA,402
2014,I,II,Antioquia,Turbo,Tectona grandis L. Fil,Bloque,ICA,20
2014,I,II,Antioquia,Turbo,Tectona grandis L. Fil,Rolliza,ICA,674
2014,I,II,Antioquia,Uramita,Cedrela odorata L.,Bloque,ICA,33
2014,I,II,Antioquia,Urrao,Alnus jorullensis HBK.,Otros,ICA,150
2014,I,II,Antioquia,Urrao,Alnus jorullensis HBK.,Rolliza,ICA,120
2014,I,II,Antioquia,Urrao,Cupressus lusitanica Mill.,Bloque,ICA,3141
2014,I,II,Antioquia,Urrao,Cupressus lusitanica Mill.,Otros,ICA,48
2014,I,II,Antioquia,Urrao,Cupressus lusitanica Mill.,Rolliza,ICA,278
2014,I,II,Antioquia,Urrao,Pinus patula,Bloque,ICA,1076
2014,I,II,Antioquia,Urrao,Pinus patula,Rolliza,ICA,119
2014,I,II,Antioquia,Vegachi,Acacia mangium,Bloque,ICA,29
2014,I,II,Antioquia,Vegachi,Cedrela odorata L.,Bloque,ICA,93
2014,I,II,Antioquia,Venecia,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,26
2014,I,II,Antioquia,Venecia,Eucalyptus viminalis,Bloque,ICA,137
2014,I,II,Antioquia,Venecia,Eucalyptus viminalis,Otros,ICA,14
2014,I,II,Antioquia,Yarumal,Pinus patula,Rolliza,ICA,9706
2014,I,II,Antioquia,Yolombo,Eucalyptus grandis,Rolliza,ICA,17297
2014,I,II,Antioquia,Yolombo,Pinus oocarpa,Rolliza,ICA,2083
2014,I,II,Antioquia,Yolombo,Pinus tecunumanii,Rolliza,ICA,5145
2014,I,II,Atlántico,Repelon,Eucalyptus spp,Otros,ICA,12
2014,I,II,Atlántico,Repelon,Gmelina arborea,Madera troceada,ICA,750
2014,I,II,Bolívar,Córdoba,Gmelina arborea,Bloque,ICA,7
2014,I,II,Bolívar,Córdoba,Gmelina arborea,Rolliza,ICA,1470
2014,I,II,Bolívar,Córdoba,Pachira quinata (Jacq.) W.S. Alverson,Rolliza,ICA,105
2014,I,II,Bolívar,El Carmen de Bolívar,Gmelina arborea,Bloque,ICA,39
2014,I,II,Bolívar,El Carmen de Bolívar,Gmelina arborea,Rolliza,ICA,6685
2014,I,II,Bolívar,El Carmen de Bolívar,Pachira quinata (Jacq.) W.S. Alverson,Bloque,ICA,7
2014,I,II,Bolívar,El Carmen de Bolívar,Pachira quinata (Jacq.) W.S. Alverson,Rolliza,ICA,70
2014,I,II,Bolívar,Maria La Baja,Gmelina arborea,Bloque,ICA,40
2014,I,II,Bolívar,San Jacinto,Tectona grandis L. Fil,Bloque,ICA,7
2014,I,II,Bolívar,San Jacinto,Tectona grandis L. Fil,Otros,ICA,7
2014,I,II,Bolívar,Turbaco,Tectona grandis L. Fil,Bloque,ICA,4
2014,I,II,Bolívar,Zambrano,Gmelina arborea,Bloque,ICA,25
2014,I,II,Bolívar,Zambrano,Gmelina arborea,Rolliza,ICA,5810
2014,I,II,Bolívar,Zambrano,Pachira quinata (Jacq.) W.S. Alverson,Rolliza,ICA,490
2014,I,II,Boyacá,Almeida,Cupressus lusitanica Mill.,n.c.p,ICA,135
2014,I,II,Boyacá,Almeida,Eucalyptus globulus,Bloque,ICA,62
2014,I,II,Boyacá,Almeida,Eucalyptus globulus,Otros,ICA,41
2014,I,II,Boyacá,Almeida,Eucalyptus globulus,Postes,ICA,6
2014,I,II,Boyacá,Almeida,Fraxinus spp.,Otros,ICA,35
2014,I,II,Boyacá,Almeida,Pinus patula,Bloque,ICA,707
2014,I,II,Boyacá,Almeida,Pinus patula,Rolliza,ICA,22
2014,I,II,Boyacá,Aquitania,Pinus patula,Bloque,ICA,228
2014,I,II,Boyacá,Aquitania,Pinus patula,Limatón,ICA,22
2014,I,II,Boyacá,Aquitania,Pinus patula,Otros,ICA,48
2014,I,II,Boyacá,Aquitania,Pinus patula,Postes,ICA,24
2014,I,II,Boyacá,Aquitania,Pinus patula,Rolliza,ICA,36
2014,I,II,Boyacá,Arcabuco,Eucalyptus globulus,Rolliza,ICA,18
2014,I,II,Boyacá,Belén,Eucalyptus globulus,Bloque,ICA,215
2014,I,II,Boyacá,Belén,Pinus patula,Bloque,ICA,47
2014,I,II,Boyacá,Boavita,Eucalyptus globulus,Bloque,ICA,110
2014,I,II,Boyacá,Boavita,Eucalyptus globulus,Otros,ICA,26
2014,I,II,Boyacá,Boavita,Eucalyptus globulus,Postes,ICA,10
2014,I,II,Boyacá,Boavita,Pinus patula,Bloque,ICA,110
2014,I,II,Boyacá,Boyacá,Acacia decurrens,Bloque,ICA,6
2014,I,II,Boyacá,Boyacá,Cupressus lusitanica Mill.,Bloque,ICA,3
2014,I,II,Boyacá,Boyacá,Eucalyptus globulus,Bloque,ICA,37
2014,I,II,Boyacá,Boyacá,Eucalyptus globulus,Limatón,ICA,8
2014,I,II,Boyacá,Boyacá,Eucalyptus globulus,Otros,ICA,70
2014,I,II,Boyacá,Boyacá,Eucalyptus globulus,Palanca de Mina,ICA,108
2014,I,II,Boyacá,Boyacá,Eucalyptus globulus,Rolliza,ICA,12
2014,I,II,Boyacá,Boyacá,Fraxinus spp.,Otros,ICA,5
2014,I,II,Boyacá,Buenavista,Cupressus lusitanica Mill.,Bloque,ICA,14
2014,I,II,Boyacá,Buenavista,Eucalyptus globulus,Bloque,ICA,12
2014,I,II,Boyacá,Buenavista,Eucalyptus globulus,Otros,ICA,10
2014,I,II,Boyacá,Buenavista,Fraxinus spp.,Bloque,ICA,10
2014,I,II,Boyacá,Buenavista,Pinus patula,Bloque,ICA,7
2014,I,II,Boyacá,Caldas,Acacia decurrens,Bloque,ICA,113
2014,I,II,Boyacá,Caldas,Acacia decurrens,Cercos,ICA,9
2014,I,II,Boyacá,Caldas,Acacia melanoxylon,Bloque,ICA,110
2014,I,II,Boyacá,Caldas,Acacia sp.,Otros,ICA,24
2014,I,II,Boyacá,Caldas,Cupressus lusitanica Mill.,Bloque,ICA,116
2014,I,II,Boyacá,Caldas,Eucalyptus globulus,Bloque,ICA,163
2014,I,II,Boyacá,Caldas,Eucalyptus globulus,Otros,ICA,48
2014,I,II,Boyacá,Caldas,Eucalyptus globulus,Palanca de Mina,ICA,65
2014,I,II,Boyacá,Caldas,Pinus patula,Bloque,ICA,874
2014,I,II,Boyacá,Caldas,Pinus patula,Otros,ICA,71
2014,I,II,Boyacá,Campohermoso,Eucalyptus globulus,Bloque,ICA,6
2014,I,II,Boyacá,Campohermoso,Eucalyptus grandis,Bloque,ICA,6
2014,I,II,Boyacá,Campohermoso,Eucalyptus grandis,Otros,ICA,17
2014,I,II,Boyacá,Campohermoso,Eucalyptus grandis,Postes,ICA,5
2014,I,II,Boyacá,Campohermoso,Pinus patula,Bloque,ICA,47
2014,I,II,Boyacá,Campohermoso,Pinus patula,Otros,ICA,45
2014,I,II,Boyacá,Chinavita,Cupressus lusitanica Mill.,Bloque,ICA,175
2014,I,II,Boyacá,Chinavita,Cupressus lusitanica Mill.,Otros,ICA,76
2014,I,II,Boyacá,Chinavita,Cupressus lusitanica Mill.,Postes,ICA,14
2014,I,II,Boyacá,Chinavita,Eucalyptus globulus,Bloque,ICA,15
2014,I,II,Boyacá,Chinavita,Eucalyptus globulus,Otros,ICA,17
2014,I,II,Boyacá,Chinavita,Eucalyptus globulus,Postes,ICA,3
2014,I,II,Boyacá,Chinavita,Eucalyptus grandis,Bloque,ICA,7
2014,I,II,Boyacá,Chinavita,Eucalyptus grandis,Postes,ICA,15
2014,I,II,Boyacá,Chinavita,Fraxinus spp.,Otros,ICA,9
2014,I,II,Boyacá,Chinavita,Pinus patula,Bloque,ICA,661
2014,I,II,Boyacá,Chinavita,Pinus patula,Otros,ICA,10
2014,I,II,Boyacá,Chinavita,Pinus patula,Postes,ICA,7
2014,I,II,Boyacá,Chinavita,Pinus patula,Rolliza,ICA,12
2014,I,II,Boyacá,Chinavita,Pinus radiata,Bloque,ICA,15
2014,I,II,Boyacá,Chiquinquirá,Acacia decurrens,Bloque,ICA,79
2014,I,II,Boyacá,Chiquinquirá,Acacia decurrens,Otros,ICA,4
2014,I,II,Boyacá,Chiquinquirá,Cupressus lusitanica Mill.,Bloque,ICA,45
2014,I,II,Boyacá,Chiquinquirá,Cupressus lusitanica Mill.,Cercos,ICA,13
2014,I,II,Boyacá,Chiquinquirá,Eucalyptus globulus,Bloque,ICA,820
2014,I,II,Boyacá,Chiquinquirá,Eucalyptus globulus,Otros,ICA,5
2014,I,II,Boyacá,Chiquinquirá,Eucalyptus globulus,Palanca de Mina,ICA,101
2014,I,II,Boyacá,Chiquinquirá,Pinus patula,Bloque,ICA,170
2014,I,II,Boyacá,Chiquinquirá,Pinus patula,Otros,ICA,5
2014,I,II,Boyacá,Chiquinquirá,Pinus radiata,Bloque,ICA,286
2014,I,II,Boyacá,Chiscas,Eucalyptus globulus,Otros,ICA,20
2014,I,II,Boyacá,Chiscas,Eucalyptus globulus,Postes,ICA,32
2014,I,II,Boyacá,Chita,Eucalyptus globulus,Bloque,ICA,175
2014,I,II,Boyacá,Chita,Eucalyptus globulus,Otros,ICA,10
2014,I,II,Boyacá,Chita,Eucalyptus globulus,Postes,ICA,70
2014,I,II,Boyacá,Chivor,Pinus patula,Bloque,ICA,186
2014,I,II,Boyacá,Ciénega,Cupressus lusitanica Mill.,Bloque,ICA,17
2014,I,II,Boyacá,Ciénega,Eucalyptus globulus,Bloque,ICA,28
2014,I,II,Boyacá,Ciénega,Eucalyptus globulus,Otros,ICA,12
2014,I,II,Boyacá,Ciénega,Eucalyptus globulus,Palanca de Mina,ICA,130
2014,I,II,Boyacá,Ciénega,Eucalyptus globulus,Postes,ICA,6
2014,I,II,Boyacá,Ciénega,Pinus patula,Bloque,ICA,9
2014,I,II,Boyacá,Combita,Eucalyptus globulus,Palanca de Mina,ICA,10
2014,I,II,Boyacá,Combita,Pinus patula,Bloque,ICA,11
2014,I,II,Boyacá,Corrales,Eucalyptus globulus,Bloque,ICA,24
2014,I,II,Boyacá,Corrales,Eucalyptus globulus,Limatón,ICA,108
2014,I,II,Boyacá,Corrales,Eucalyptus globulus,Otros,ICA,730
2014,I,II,Boyacá,Corrales,Eucalyptus globulus,Palanca de Mina,ICA,182
2014,I,II,Boyacá,Corrales,Eucalyptus globulus,Postes,ICA,36
2014,I,II,Boyacá,Duitama,Eucalyptus globulus,Bloque,ICA,725
2014,I,II,Boyacá,Duitama,Eucalyptus globulus,Limatón,ICA,470
2014,I,II,Boyacá,Duitama,Eucalyptus globulus,Otros,ICA,366
2014,I,II,Boyacá,Duitama,Eucalyptus globulus,Palanca de Mina,ICA,1593
2014,I,II,Boyacá,Duitama,Eucalyptus globulus,Postes,ICA,63
2014,I,II,Boyacá,Duitama,Eucalyptus globulus,Rolliza,ICA,709
2014,I,II,Boyacá,Duitama,Pinus patula,Bloque,ICA,34
2014,I,II,Boyacá,Duitama,Pinus patula,Palanca de Mina,ICA,10
2014,I,II,Boyacá,El Cocuy,Cupressus lusitanica Mill.,Bloque,ICA,20
2014,I,II,Boyacá,El Cocuy,Eucalyptus globulus,Bloque,ICA,60
2014,I,II,Boyacá,El Cocuy,Eucalyptus globulus,Postes,ICA,30
2014,I,II,Boyacá,Firavitoba,Acacia decurrens,Bloque,ICA,54
2014,I,II,Boyacá,Firavitoba,Acacia decurrens,Otros,ICA,56
2014,I,II,Boyacá,Firavitoba,Eucalyptus globulus,Bloque,ICA,36
2014,I,II,Boyacá,Firavitoba,Eucalyptus globulus,Limatón,ICA,84
2014,I,II,Boyacá,Firavitoba,Eucalyptus globulus,Otros,ICA,484
2014,I,II,Boyacá,Firavitoba,Eucalyptus globulus,Palanca de Mina,ICA,194
2014,I,II,Boyacá,Firavitoba,Eucalyptus globulus,Postes,ICA,10
2014,I,II,Boyacá,Firavitoba,Eucalyptus globulus,Rolliza,ICA,12
2014,I,II,Boyacá,Firavitoba,Pinus patula,Otros,ICA,147
2014,I,II,Boyacá,Firavitoba,Pinus patula,Rolliza,ICA,168
2014,I,II,Boyacá,Firavitoba,Pinus radiata,Bloque,ICA,16
2014,I,II,Boyacá,Firavitoba,Pinus radiata,Otros,ICA,54
2014,I,II,Boyacá,Firavitoba,Pinus radiata,Rolliza,ICA,70
2014,I,II,Boyacá,Floresta,Eucalyptus globulus,Bloque,ICA,440
2014,I,II,Boyacá,Floresta,Eucalyptus globulus,Limatón,ICA,300
2014,I,II,Boyacá,Floresta,Eucalyptus globulus,Otros,ICA,42
2014,I,II,Boyacá,Floresta,Eucalyptus globulus,Palanca de Mina,ICA,218
2014,I,II,Boyacá,Floresta,Eucalyptus globulus,Rolliza,ICA,42
2014,I,II,Boyacá,Gameza,Eucalyptus globulus,Bloque,ICA,60
2014,I,II,Boyacá,Gameza,Eucalyptus globulus,Limatón,ICA,98
2014,I,II,Boyacá,Gameza,Eucalyptus globulus,Otros,ICA,229
2014,I,II,Boyacá,Gameza,Eucalyptus globulus,Palanca de Mina,ICA,220
2014,I,II,Boyacá,Gameza,Eucalyptus globulus,Rolliza,ICA,10
2014,I,II,Boyacá,Garagoa,Cupressus lusitanica Mill.,Bloque,ICA,976
2014,I,II,Boyacá,Garagoa,Cupressus lusitanica Mill.,Otros,ICA,233
2014,I,II,Boyacá,Garagoa,Cupressus lusitanica Mill.,Postes,ICA,9
2014,I,II,Boyacá,Garagoa,Cupressus lusitanica Mill.,Rolliza,ICA,24
2014,I,II,Boyacá,Garagoa,Eucalyptus globulus,Bloque,ICA,69
2014,I,II,Boyacá,Garagoa,Eucalyptus globulus,Otros,ICA,120
2014,I,II,Boyacá,Garagoa,Eucalyptus globulus,Postes,ICA,10
2014,I,II,Boyacá,Garagoa,Eucalyptus globulus,Rolliza,ICA,2
2014,I,II,Boyacá,Garagoa,Eucalyptus grandis,Bloque,ICA,117
2014,I,II,Boyacá,Garagoa,Eucalyptus grandis,Otros,ICA,73
2014,I,II,Boyacá,Garagoa,Eucalyptus grandis,Postes,ICA,33
2014,I,II,Boyacá,Garagoa,Fraxinus spp.,Bloque,ICA,4
2014,I,II,Boyacá,Garagoa,Pinus patula,Bloque,ICA,359
2014,I,II,Boyacá,Garagoa,Pinus patula,Otros,ICA,71
2014,I,II,Boyacá,Guateque,Cupressus lusitanica Mill.,Bloque,ICA,26
2014,I,II,Boyacá,Guateque,Eucalyptus grandis,Bloque,ICA,12
2014,I,II,Boyacá,Guateque,Fraxinus spp.,Bloque,ICA,44
2014,I,II,Boyacá,Guateque,Pinus patula,Bloque,ICA,30
2014,I,II,Boyacá,Guayatá,Eucalyptus globulus,Postes,ICA,6
2014,I,II,Boyacá,Güicán,Eucalyptus globulus,Bloque,ICA,10
2014,I,II,Boyacá,Güicán,Eucalyptus globulus,Postes,ICA,90
2014,I,II,Boyacá,Iza,Eucalyptus globulus,Bloque,ICA,120
2014,I,II,Boyacá,Iza,Eucalyptus globulus,Limatón,ICA,90
2014,I,II,Boyacá,Iza,Eucalyptus globulus,Otros,ICA,66
2014,I,II,Boyacá,Iza,Eucalyptus globulus,Palanca de Mina,ICA,352
2014,I,II,Boyacá,Jenesano,Eucalyptus globulus,Bloque,ICA,20
2014,I,II,Boyacá,Jenesano,Eucalyptus globulus,Otros,ICA,33
2014,I,II,Boyacá,Jenesano,Eucalyptus globulus,Postes,ICA,22
2014,I,II,Boyacá,La Capilla,Cupressus lusitanica Mill.,Bloque,ICA,126
2014,I,II,Boyacá,La Capilla,Eucalyptus globulus,Otros,ICA,7
2014,I,II,Boyacá,La Capilla,Eucalyptus globulus,Postes,ICA,18
2014,I,II,Boyacá,La Capilla,Fraxinus spp.,Bloque,ICA,15
2014,I,II,Boyacá,La Capilla,Pinus patula,Bloque,ICA,30
2014,I,II,Boyacá,La Uvita,Cupressus lusitanica Mill.,Otros,ICA,1
2014,I,II,Boyacá,La Uvita,Eucalyptus globulus,Bloque,ICA,90
2014,I,II,Boyacá,La Uvita,Eucalyptus globulus,n.c.p,ICA,20
2014,I,II,Boyacá,La Uvita,Eucalyptus globulus,Otros,ICA,50
2014,I,II,Boyacá,La Uvita,Eucalyptus globulus,Postes,ICA,65
2014,I,II,Boyacá,La Uvita,Pinus patula,Bloque,ICA,247
2014,I,II,Boyacá,La Uvita,Pinus patula,Otros,ICA,314
2014,I,II,Boyacá,Macanal,Cupressus lusitanica Mill.,Bloque,ICA,15
2014,I,II,Boyacá,Macanal,Pinus patula,Bloque,ICA,230
2014,I,II,Boyacá,Miraflores,Cupressus lusitanica Mill.,Bloque,ICA,99
2014,I,II,Boyacá,Miraflores,Cupressus lusitanica Mill.,Madera troceada,ICA,19
2014,I,II,Boyacá,Miraflores,Cupressus lusitanica Mill.,Otros,ICA,2
2014,I,II,Boyacá,Miraflores,Eucalyptus globulus,Bloque,ICA,74
2014,I,II,Boyacá,Miraflores,Eucalyptus globulus,Otros,ICA,5
2014,I,II,Boyacá,Miraflores,Eucalyptus grandis,Bloque,ICA,54
2014,I,II,Boyacá,Miraflores,Eucalyptus grandis,Otros,ICA,34
2014,I,II,Boyacá,Miraflores,Fraxinus spp.,Bloque,ICA,21
2014,I,II,Boyacá,Miraflores,Pinus patula,Bloque,ICA,58
2014,I,II,Boyacá,Miraflores,Pinus patula,Otros,ICA,175
2014,I,II,Boyacá,Miraflores,Pinus patula,Postes,ICA,1
2014,I,II,Boyacá,Miraflores,Pinus radiata,Bloque,ICA,6
2014,I,II,Boyacá,Mongui,Eucalyptus globulus,Otros,ICA,58
2014,I,II,Boyacá,Mongui,Eucalyptus globulus,Palanca de Mina,ICA,20
2014,I,II,Boyacá,Mongui,Pinus patula,Bloque,ICA,471
2014,I,II,Boyacá,Mongui,Pinus patula,Limatón,ICA,12
2014,I,II,Boyacá,Mongui,Pinus patula,Otros,ICA,42
2014,I,II,Boyacá,Mongui,Pinus patula,Rolliza,ICA,54
2014,I,II,Boyacá,Motavita,Eucalyptus globulus,Bloque,ICA,125
2014,I,II,Boyacá,Motavita,Eucalyptus globulus,Otros,ICA,8
2014,I,II,Boyacá,Motavita,Eucalyptus globulus,Palanca de Mina,ICA,58
2014,I,II,Boyacá,Nobsa,Eucalyptus globulus,Bloque,ICA,156
2014,I,II,Boyacá,Nobsa,Eucalyptus globulus,Limatón,ICA,74
2014,I,II,Boyacá,Nobsa,Eucalyptus globulus,Otros,ICA,60
2014,I,II,Boyacá,Nobsa,Eucalyptus globulus,Postes,ICA,36
2014,I,II,Boyacá,Nobsa,Pinus patula,Bloque,ICA,315
2014,I,II,Boyacá,Nobsa,Pinus patula,Madera troceada,ICA,27
2014,I,II,Boyacá,Nobsa,Pinus patula,Otros,ICA,12
2014,I,II,Boyacá,Nuevo Colón,Eucalyptus globulus,Bloque,ICA,28
2014,I,II,Boyacá,Nuevo Colón,Eucalyptus globulus,Otros,ICA,32
2014,I,II,Boyacá,Nuevo Colón,Eucalyptus globulus,Palanca de Mina,ICA,53
2014,I,II,Boyacá,Oicata,Eucalyptus globulus,Bloque,ICA,164
2014,I,II,Boyacá,Oicata,Eucalyptus globulus,Limatón,ICA,30
2014,I,II,Boyacá,Oicata,Eucalyptus globulus,Otros,ICA,1658
2014,I,II,Boyacá,Oicata,Eucalyptus globulus,Palanca de Mina,ICA,196
2014,I,II,Boyacá,Oicata,Eucalyptus globulus,Rolliza,ICA,38
2014,I,II,Boyacá,Oicata,Pinus patula,Bloque,ICA,806
2014,I,II,Boyacá,Oicata,Pinus patula,Madera troceada,ICA,24
2014,I,II,Boyacá,Pachavita,Cupressus lusitanica Mill.,Bloque,ICA,48
2014,I,II,Boyacá,Pachavita,Cupressus lusitanica Mill.,Otros,ICA,71
2014,I,II,Boyacá,Pachavita,Eucalyptus globulus,Bloque,ICA,12
2014,I,II,Boyacá,Pachavita,Eucalyptus grandis,Otros,ICA,38
2014,I,II,Boyacá,Pachavita,Pinus patula,Bloque,ICA,108
2014,I,II,Boyacá,Pachavita,Pinus patula,Otros,ICA,67
2014,I,II,Boyacá,Paipa,Cupressus lusitanica Mill.,Bloque,ICA,17
2014,I,II,Boyacá,Paipa,Eucalyptus globulus,Bloque,ICA,494
2014,I,II,Boyacá,Paipa,Eucalyptus globulus,Limatón,ICA,211
2014,I,II,Boyacá,Paipa,Eucalyptus globulus,Otros,ICA,1242
2014,I,II,Boyacá,Paipa,Eucalyptus globulus,Palanca de Mina,ICA,564
2014,I,II,Boyacá,Paipa,Eucalyptus globulus,Postes,ICA,74
2014,I,II,Boyacá,Paipa,Eucalyptus globulus,Rolliza,ICA,58
2014,I,II,Boyacá,Paipa,Pinus patula,Bloque,ICA,28
2014,I,II,Boyacá,Panqueba,Eucalyptus globulus,Otros,ICA,29
2014,I,II,Boyacá,Panqueba,Eucalyptus globulus,Postes,ICA,20
2014,I,II,Boyacá,Paz De Rio,Eucalyptus globulus,Otros,ICA,288
2014,I,II,Boyacá,Pesca,Eucalyptus globulus,Bloque,ICA,124
2014,I,II,Boyacá,Pesca,Eucalyptus globulus,Limatón,ICA,60
2014,I,II,Boyacá,Pesca,Eucalyptus globulus,Otros,ICA,759
2014,I,II,Boyacá,Pesca,Eucalyptus globulus,Palanca de Mina,ICA,318
2014,I,II,Boyacá,Pesca,Eucalyptus globulus,Rolliza,ICA,14
2014,I,II,Boyacá,Pesca,Pinus radiata,Otros,ICA,20
2014,I,II,Boyacá,Puerto Boyaca,Acacia mangium,Otros,ICA,15
2014,I,II,Boyacá,Puerto Boyaca,Tectona grandis L. Fil,Bloque,ICA,378
2014,I,II,Boyacá,Puerto Boyaca,Tectona grandis L. Fil,Otros,ICA,65
2014,I,II,Boyacá,Puerto Boyaca,Tectona grandis L. Fil,Rolliza,ICA,38
2014,I,II,Boyacá,Ramiriquí,Cupressus lusitanica Mill.,Bloque,ICA,20
2014,I,II,Boyacá,Ramiriquí,Eucalyptus globulus,Bloque,ICA,24
2014,I,II,Boyacá,Ramiriquí,Pinus patula,Bloque,ICA,174
2014,I,II,Boyacá,Ráquira,Acacia sp.,Bloque,ICA,20
2014,I,II,Boyacá,Ráquira,Eucalyptus globulus,Bloque,ICA,227
2014,I,II,Boyacá,Ráquira,Eucalyptus globulus,Rolliza,ICA,14
2014,I,II,Boyacá,Ráquira,Pinus patula,Bloque,ICA,30
2014,I,II,Boyacá,Ráquira,Pinus patula,Rolliza,ICA,14
2014,I,II,Boyacá,Saboyá,Acacia decurrens,Bloque,ICA,11
2014,I,II,Boyacá,Saboyá,Cupressus lusitanica Mill.,Bloque,ICA,221
2014,I,II,Boyacá,Saboyá,Cupressus lusitanica Mill.,Otros,ICA,7
2014,I,II,Boyacá,Saboyá,Eucalyptus globulus,Bloque,ICA,2689
2014,I,II,Boyacá,Saboyá,Eucalyptus globulus,Cercos,ICA,120
2014,I,II,Boyacá,Saboyá,Eucalyptus globulus,Otros,ICA,110
2014,I,II,Boyacá,Saboyá,Eucalyptus globulus,Palanca de Mina,ICA,721
2014,I,II,Boyacá,Saboyá,Eucalyptus globulus,Postes,ICA,5
2014,I,II,Boyacá,Saboyá,Eucalyptus globulus,Rolliza,ICA,6
2014,I,II,Boyacá,Saboyá,Eucalyptus grandis,Bloque,ICA,300
2014,I,II,Boyacá,Saboyá,Pinus patula,Bloque,ICA,517
2014,I,II,Boyacá,Saboyá,Pinus patula,Otros,ICA,7
2014,I,II,Boyacá,Samacá,Eucalyptus globulus,Bloque,ICA,43
2014,I,II,Boyacá,Samacá,Eucalyptus globulus,Otros,ICA,13
2014,I,II,Boyacá,San Eduardo,Eucalyptus globulus,Bloque,ICA,7
2014,I,II,Boyacá,San Miguel De Sema,Eucalyptus globulus,Bloque,ICA,41
2014,I,II,Boyacá,San Miguel De Sema,Pinus patula,Bloque,ICA,83
2014,I,II,Boyacá,Santa Rosa De Viterbo,Eucalyptus globulus,Limatón,ICA,15
2014,I,II,Boyacá,Santa Rosa De Viterbo,Eucalyptus globulus,Palanca de Mina,ICA,40
2014,I,II,Boyacá,Santa Rosa De Viterbo,Eucalyptus globulus,Rolliza,ICA,45
